Source code,Target code,Goldstein_sum,Goldstein_mean,Goldstein_std,Goldstein_count
ABW,MCO,-100.0,-10.0,0.0,10
ABW,NLD,-12.0,-2.0,0.0,6
ABW,USA,-6.0,-2.0,0.0,3
ABW,VEN,-35.0,-5.0,0.0,7
AFG,AFG,-190804.2,-6.5505424333974185,3.4338502209487496,29128
AFG,AFR,-67.8,-6.779999999999999,0.36147844564602577,10
AFG,ARE,-120.0,-6.666666666666667,2.4253562503633295,18
AFG,ARG,-10.0,-2.0,0.0,5
AFG,AUS,-1393.5,-6.193333333333333,2.381982217757782,225
AFG,AZE,-81.6,-4.08,0.16415653633362481,20
AFG,BDI,-10.0,-2.0,0.0,5
AFG,BEL,-679.5,-5.8076923076923075,1.314452412941828,117
AFG,BGD,-279.6,-6.819512195121952,3.6452173811855935,41
AFG,BGR,-22.4,-5.6,0.0,4
AFG,BLR,-32.0,-4.0,0.0,8
AFG,CAN,-3403.5,-8.065165876777252,2.8941163750568206,422
AFG,CHE,-476.0,-7.104477611940299,3.880543262335161,67
AFG,CHN,-501.6,-3.60863309352518,3.003077697006723,139
AFG,COD,-18.0,-2.0,0.0,9
AFG,COG,-12.0,-2.0,0.0,6
AFG,COL,-138.8,-9.253333333333334,1.2816655830077783,15
AFG,CUB,-829.3,-4.231122448979591,1.5801657703710816,196
AFG,CYM,-25.0,-5.0,0.0,5
AFG,CYP,-28.5,-9.5,0.0,3
AFG,DEU,-9587.3,-7.800895036615134,3.101448255726292,1229
AFG,DJI,-57.0,-6.333333333333333,2.0,9
AFG,DNK,-1386.2,-6.272398190045249,3.4854904630477352,221
AFG,DZA,-99.0,-9.0,0.0,11
AFG,EGY,-423.0,-7.05,2.9611896372567257,60
AFG,ESP,-23.2,-1.9333333333333333,2.264883434019722,12
AFG,ETH,-35.2,-4.4,0.0,8
AFG,EUR,-351.8,-7.647826086956522,1.9405313282059615,46
AFG,FIN,-198.0,-9.428571428571429,0.50709255283711,21
AFG,FRA,-3464.4,-6.998787878787879,3.360944799426501,495
AFG,FSM,-58.0,-2.0,0.0,29
AFG,GBR,-4501.4,-6.183241758241758,3.0096030505600293,728
AFG,GRC,-45.0,-3.75,1.5447859516333116,12
AFG,HRV,-79.2,-7.2,0.0,11
AFG,HUN,-50.0,-7.142857142857143,2.9398736610366685,7
AFG,IDN,-777.0,-5.976923076923077,3.667298151292185,130
AFG,IGO,-124.4,-3.0341463414634147,2.026772034060264,41
AFG,IGOEUREEC,-100.0,-10.0,0.0,10
AFG,IGOUNO,-5399.1,-5.629927007299271,3.4694868997425106,959
AFG,IGOUNOAGRFAO,-44.0,-4.4,0.0,10
AFG,IGOUNOKID,-398.5,-6.532786885245901,3.170001120476953,61
AFG,IGOUNOREFHCR,-1075.5,-6.850318471337579,3.413052325994598,157
AFG,IGOUNOWFP,-57.0,-9.5,0.0,6
AFG,IGOWSTNAT,-1193.3,-4.716600790513834,2.3031295794723845,253
AFG,IMGMOSALQ,-21431.5,-5.55364083959575,3.2860362603531272,3859
AFG,IMGSEAMOSASF,-40.0,-10.0,0.0,4
AFG,IND,-444.0,-4.352941176470588,2.7454627153283298,102
AFG,INT,-590.4,-3.936,2.3733780756408964,150
AFG,IRL,-98.0,-5.444444444444445,1.293523333527109,18
AFG,IRN,-12022.5,-6.3577472236911685,3.395150136020976,1891
AFG,IRQ,-12919.2,-5.102369668246446,3.4962612407778586,2532
AFG,ISR,-631.0,-4.708955223880597,3.1245441817719097,134
AFG,ITA,-5516.1,-9.42923076923077,1.7327872440949603,585
AFG,JOR,-378.8,-6.420338983050848,3.663180249220847,59
AFG,JPN,-533.4,-5.442857142857143,3.3912257918242514,98
AFG,KAZ,-478.5,-6.38,2.0889671571816977,75
AFG,KEN,-38.0,-9.5,0.0,4
AFG,KGZ,-422.6,-5.153658536585366,1.4323592833263463,82
AFG,KOR,-250.0,-10.0,0.0,25
AFG,KWT,-756.3,-7.639393939393939,3.656579705017595,99
AFG,LBN,-30.0,-5.0,0.0,6
AFG,LBY,-182.8,-7.947826086956522,2.4370006836305587,23
AFG,MAR,-608.8,-5.387610619469026,3.087912284311279,113
AFG,MCO,-80.0,-10.0,0.0,8
AFG,MDV,-298.0,-5.518518518518518,2.9507961237268727,54
AFG,MKD,-3.0,-0.3,0.0,10
AFG,MYS,-12.0,-0.4,0.0,30
AFG,NGA,-0.8,-0.4,0.0,2
AFG,NGO,-728.6,-9.341025641025642,1.0885992306851433,78
AFG,NGOHLHIRC,-2713.0,-8.074404761904763,3.0513710551612307,336
AFG,NGOHRIAMN,-23.0,-3.2857142857142856,1.6035674514745464,7
AFG,NGOHRIHRW,-331.0,-5.338709677419355,3.4065681417659888,62
AFG,NGOICG,-26.0,-1.3,1.5993419699495495,20
AFG,NLD,-640.0,-7.901234567901234,2.7120330854895776,81
AFG,NOR,-1206.0,-8.676258992805755,2.9835681083351098,139
AFG,NRU,-325.0,-6.5,0.0,50
AFG,OMN,-317.5,-6.35,3.7392703642746743,50
AFG,PAK,-65108.2,-5.846116548442129,3.3646752265935844,11137
AFG,PGS,-80.0,-4.0,0.0,20
AFG,PHL,-163.2,-3.8857142857142852,1.9561748922474276,42
AFG,PNG,-20.0,-5.0,0.0,4
AFG,PRK,-91.4,-3.656,1.2076423311560422,25
AFG,PSE,-416.6,-7.714814814814815,3.649937058511714,54
AFG,QAT,-450.0,-7.758620689655173,3.414675987442081,58
AFG,ROU,-996.5,-9.965,0.12821619998812092,100
AFG,RUS,-5138.9,-5.175125881168177,2.965989269712427,993
AFG,SAU,-2646.4,-5.715766738660907,3.1868082061639615,463
AFG,SDN,-120.0,-10.0,0.0,12
AFG,SEA,-236.0,-4.37037037037037,0.4874382900970036,54
AFG,SGP,-130.0,-5.0,0.0,26
AFG,SLV,-1308.0,-9.688888888888888,0.9321509924024195,135
AFG,SWE,-95.0,-5.0,0.0,19
AFG,SYR,-155.6,-3.795121951219512,0.8443788307129079,41
AFG,THA,-70.0,-5.0,0.0,14
AFG,TJK,-1998.8,-6.6626666666666665,3.1100128868022083,300
AFG,TKM,-791.6,-7.611538461538462,3.061102907158641,104
AFG,TUN,-95.0,-5.0,0.0,19
