Source code,Target code,Goldstein_sum,Goldstein_mean,Goldstein_std,Goldstein_count
ABW,ABW,-117.0,-3.5454545454545454,1.5225576567676569,33
ABW,NLD,-573.2,-4.214705882352941,1.3743970751793082,136
ABW,SUR,-75.0,-5.0,0.0,15
ABW,USA,-447.0,-4.382352941176471,1.9952622976880565,102
AFG,AFG,-307223.3,-7.96410462463708,3.145322260715432,38576
AFG,AFR,-60.0,-6.0,2.1081851067789197,10
AFG,AGO,-1.6,-0.4,0.0,4
AFG,ALB,-672.2,-7.075789473684211,3.2501625422356724,95
AFG,ARE,-40.0,-10.0,0.0,4
AFG,AUS,-2753.4,-5.858297872340426,3.1327292944318734,470
AFG,AUT,-12.0,-2.0,0.0,6
AFG,AZE,-20.0,-5.0,0.0,4
AFG,BDI,-86.0,-4.526315789473684,1.1239029738980328,19
AFG,BEL,-30.400000000000002,-0.6909090909090909,0.6242458452118609,44
AFG,BGD,-361.1,-5.085915492957747,2.2777367071376475,71
AFG,BGR,-85.5,-9.5,0.0,9
AFG,BLR,-8.8,-4.4,0.0,2
AFG,BRA,-210.0,-10.0,0.0,21
AFG,CAN,-48673.6,-9.369316650625601,1.9493642553461172,5195
AFG,CHE,-117.0,-4.68,2.0760539492026697,25
AFG,CHN,-840.4,-6.415267175572519,3.6191472281239605,131
AFG,CIV,-6.0,-2.0,0.0,3
AFG,COG,-4.0,-2.0,0.0,2
AFG,COL,-160.0,-8.0,3.1119464208619965,20
AFG,CUB,-821.0,-5.067901234567901,1.5727751443804912,162
AFG,CZE,-59.0,-3.6875,2.619637379485947,16
AFG,DEU,-3404.7,-7.034504132231405,3.36309091446361,484
AFG,DNK,-1643.9,-6.765020576131688,2.8575061910355126,243
AFG,DZA,-4.0,-2.0,0.0,2
AFG,EGY,-349.8,-5.83,3.4542678097818227,60
AFG,ESP,-315.0,-5.625,2.228431980319141,56
AFG,EST,-311.6,-8.902857142857144,3.098907370470486,35
AFG,ETH,-68.0,-4.25,1.3416407864998738,16
AFG,EUR,-1269.4,-7.2125,2.115240614479321,176
AFG,FJI,-346.4,-9.11578947368421,2.069407320269139,38
AFG,FRA,-5247.4,-8.504700162074554,2.851997582445667,617
AFG,GBR,-54039.6,-9.112917369308601,2.0712632971362135,5930
AFG,GRC,-36.0,-3.6,1.429840705968481,10
AFG,HRV,-58.4,-7.3,3.4920317458874446,8
AFG,HUN,-40.0,-10.0,0.0,4
AFG,IDN,-185.0,-6.166666666666667,3.0929656935713328,30
AFG,IGOCOPITP,-18.0,-4.5,0.5773502691896258,4
AFG,IGOEUREEC,-126.8,-3.7294117647058824,1.8461309930483703,34
AFG,IGOUNO,-1415.5,-6.049145299145299,3.7554451620365383,234
AFG,IGOUNOHRIHCH,-0.8,-0.4,0.0,2
AFG,IGOUNOKID,-373.0,-8.28888888888889,3.050873363944869,45
AFG,IGOUNOREFHCR,-38.0,-2.0,0.0,19
AFG,IGOUNOWFP,-13.200000000000001,-4.4,0.0,3
AFG,IGOWSTNAT,-50169.0,-8.210965630114567,2.9564012939218194,6110
AFG,IMGMOSALQ,-11752.3,-6.002196118488253,3.1452830713176976,1958
AFG,IMGSEAMOSASF,-670.0,-10.0,0.0,67
AFG,IND,-281.3,-5.20925925925926,3.485834867570358,54
AFG,INT,-957.0,-7.088888888888889,3.487112021251429,135
AFG,IRL,-820.6,-6.954237288135594,2.0548730519067138,118
AFG,IRN,-3810.4,-4.9939711664482305,3.0295682556167134,763
AFG,IRQ,-11630.4,-6.63078677309008,3.4085826302448035,1754
AFG,ISR,-762.4,-5.049006622516556,3.7855843679176546,151
AFG,ITA,-2723.8,-7.28288770053476,3.653126936057316,374
AFG,JOR,-126.0,-7.875,2.33452350598575,16
AFG,JPN,-79.0,-9.875,0.2314550249431378,8
AFG,KAZ,-10.0,-5.0,0.0,2
AFG,KEN,-44.0,-7.333333333333333,4.131182235954578,6
AFG,KGZ,-80.0,-2.2222222222222223,0.6374552583116766,36
AFG,KHM,-20.0,-10.0,0.0,2
AFG,KOR,-194.6,-4.865,1.9338482956967522,40
AFG,KWT,-154.6,-4.417142857142857,1.4404831122365356,35
AFG,LBN,-818.5,-5.568027210884353,3.7066394778063563,147
AFG,LBY,-75.0,-5.0,0.0,15
AFG,LKA,-4.0,-2.0,0.0,2
AFG,LUX,-16.0,-4.0,0.0,4
AFG,MAC,-19.0,-9.5,0.0,2
AFG,MAR,-75.19999999999999,-7.519999999999999,2.168870673876153,10
AFG,MDV,-262.2,-5.7,3.1980549644362823,46
AFG,MEA,-60.0,-5.0,0.0,12
AFG,MEX,-30.0,-5.0,0.0,6
AFG,MKD,-782.0,-6.015384615384615,2.7421052721937005,130
AFG,MMR,-30.0,-5.0,0.0,6
AFG,MYS,-152.0,-6.608695652173913,3.499858833968523,23
AFG,NGA,-50.0,-5.0,0.0,10
AFG,NGO,-220.0,-7.096774193548387,3.2491520812839503,31
AFG,NGOHLHIRC,-126.8,-3.9625,2.180374338975882,32
AFG,NGOHLHMSF,-60.0,-10.0,0.0,6
AFG,NGOHRIHRW,-90.0,-2.0930232558139537,0.4261652646328927,43
AFG,NGOICG,-16.400000000000002,-0.4000000000000001,0.0,41
AFG,NLD,-1786.9,-7.6690987124463526,2.7079047049473366,233
AFG,NMR,-10.0,-5.0,0.0,2
AFG,NOR,-988.0,-7.484848484848484,2.1338237494371013,132
AFG,NPL,-446.0,-8.92,2.1173722644170176,50
AFG,NRU,-159.0,-6.115384615384615,3.584153156068229,26
AFG,PAK,-53364.7,-5.195667413104858,3.408876910598966,10271
AFG,PER,-180.0,-10.0,0.0,18
AFG,PGS,-10.0,-5.0,0.0,2
AFG,PHL,-286.0,-8.17142857142857,3.4083436919842867,35
AFG,POL,-171.0,-4.75,1.319848476151713,36
