Source code,Target code,Goldstein_sum,Goldstein_mean,Goldstein_std,Goldstein_count
ABW,ABW,20.7,4.14,2.3319519720611743,5
ABW,CRB,6.4,6.4,,1
ABW,HTI,1.9,1.9,,1
ABW,NLD,12.6,2.1,4.565522971139232,6
ABW,USA,31.0,6.2,1.6431676725154984,5
ABW,VEN,9.5,1.3571428571428572,2.4885451860187597,7
AFG,AFG,-969.1,-0.6992063492063493,6.049632809633696,1386
AFG,AFR,16.0,8.0,0.0,2
AFG,AGO,16.8,0.672,2.1499069747316977,25
AFG,AUS,0.09999999999999964,0.00588235294117645,5.287659050590736,17
AFG,AUT,30.4,2.1714285714285713,3.293450043163428,14
AFG,BEL,39.0,5.571428571428571,4.720774754816659,7
AFG,BGD,4.699999999999999,0.5222222222222221,6.128983965099309,9
AFG,BGR,24.5,2.227272727272727,0.4540724811985617,11
AFG,BHR,2.8,2.8,,1
AFG,CAN,5.5,0.7857142857142857,1.9030051422496397,7
AFG,CHE,311.2,3.6611764705882353,3.8256059002727505,85
AFG,CHL,3.0,1.0,0.0,3
AFG,CHN,-32.3,-1.468181818181818,4.1905092727934585,22
AFG,CUB,10.0,2.5,5.446711546122731,4
AFG,CZE,50.8,3.6285714285714286,2.7921396734482955,14
AFG,DEU,44.7,3.725,2.71062723368596,12
AFG,EGY,1.9,1.9,,1
AFG,ETH,12.8,3.2,0.23094010767585016,4
AFG,FIN,11.8,1.6857142857142857,4.06096399533763,7
AFG,FRA,-94.3,-3.143333333333333,4.949655740960475,30
AFG,GBR,29.0,0.90625,3.9111863970230396,32
AFG,GEO,49.0,2.5789473684210527,3.216378043591618,19
AFG,GHA,40.0,5.0,1.0690449676496974,8
AFG,GRC,14.0,7.0,0.0,2
AFG,GUY,1.0,1.0,,1
AFG,HUN,9.0,9.0,,1
AFG,IGOEUREEC,3.8,1.2666666666666666,1.0969655114602888,3
AFG,IGOSASSAA,23.8,3.4,0.28284271247461895,7
AFG,IGOUNO,150.7,2.554237288135593,4.100013542193713,59
AFG,IGOUNOREFHCR,2.0,1.0,0.0,2
AFG,IGOUNOWFP,12.0,4.0,0.0,3
AFG,IND,48.5,2.108695652173913,2.0793165493144534,23
AFG,INT,-0.6,-0.3,0.0,2
AFG,IRN,381.3,1.8157142857142858,3.941557595876677,210
AFG,IRQ,19.4,2.425,1.0846329201294655,8
AFG,ISR,3.6999999999999997,0.74,2.535350074447314,5
AFG,ITA,30.5,1.90625,3.5911871296271936,16
AFG,JOR,-1.6,-0.4,0.0,4
AFG,JPN,2.8,0.21538461538461537,5.8443485741706285,13
AFG,KAZ,16.0,8.0,0.0,2
AFG,KGZ,11.2,2.8,0.0,4
AFG,KHM,67.9,2.514814814814815,2.1995985129640405,27
AFG,KWT,24.4,2.033333333333333,4.248493494133769,12
AFG,LAO,27.8,3.9714285714285715,1.8236541025409083,7
AFG,LBN,-7.2,-1.8,6.004442799572108,4
AFG,LTU,2.8,2.8,,1
AFG,LUX,3.8,1.9,0.0,2
AFG,LVA,1.0,1.0,,1
AFG,MDA,8.0,4.0,0.0,2
AFG,MDV,2.8,2.8,,1
AFG,MLI,3.8,1.9,0.0,2
