Source code,Target code,Goldstein_sum,Goldstein_mean,Goldstein_std,Goldstein_count
AFG,AFG,1255.5,0.9012921751615219,4.962921257640868,1393
AFG,PAK,1915.3,1.104555940023068,4.4092918470066715,1734
AFR,ZAF,2917.2,1.1070967741935482,4.120620465214641,2635
AGO,AGO,938.1999999999999,0.49587737843551793,4.861436321844003,1892
ALB,ALB,-1424.0,-0.4992987377279102,5.2755040552202335,2852
ARM,ARM,2302.7,1.1820841889117042,3.9258918711774506,1948
AUS,AUS,2305.1,1.0832236842105263,3.907115679322302,2128
AUT,AUT,2676.7999999999997,0.9525978647686831,4.173582604130659,2810
AUT,CZE,1547.1,1.1202751629254164,4.401038439336826,1381
AZE,AZE,2080.3,1.2646200607902736,3.8378922077436104,1645
AZE,RUS,2895.0,2.006237006237006,3.5072150585149453,1443
BGR,BGR,3418.7,1.7927110644992132,3.4106761494351185,1907
BLR,BLR,1827.5,1.1197916666666667,3.8693984634745973,1632
BLR,RUS,5691.6,2.7954813359528488,3.6746517612867233,2036
CAN,CAN,2396.0,1.39871570344425,3.700429153451311,1713
CAN,USA,2460.3,1.7700000000000002,3.8688971310696703,1390
CHN,CHN,20766.399999999998,1.6647747314413979,3.5562748315087234,12474
CHN,JPN,7939.2,1.914444176513142,3.3111137678220035,4147
CHN,KOR,5113.9,2.853738839285714,2.886437504663619,1792
CHN,PRK,4471.9,2.425108459869848,3.2176118945608634,1844
CHN,RUS,9209.6,2.6968081991215227,3.117318219100519,3415
CHN,TWN,3597.3999999999996,0.513034797490017,4.279235549116824,7012
CHN,USA,6905.9,1.330873000578146,3.97744687992133,5189
COL,COL,-50.2,-0.014116985376827897,5.308512160473958,3556
COL,USA,1565.5,0.9346268656716418,4.244792413005001,1675
CUB,CUB,4140.099999999999,1.295400500625782,3.7329150665829713,3196
CUB,USA,5758.8,0.9300387596899226,3.9304622890490695,6192
CYP,TUR,2874.0,1.5887230514096187,3.8609995403209827,1809
CZE,CZE,3607.9,1.2518736988202637,3.6857896144886295,2882
DEU,DEU,9572.6,1.524299363057325,3.9014919071198233,6280
DEU,FRA,3282.4,1.899537037037037,3.9732530497215968,1728
DEU,IRN,2061.5,1.2055555555555555,3.962697423871172,1710
DEU,RUS,4333.2,2.0903039073806076,3.778036449707404,2073
DEU,USA,3289.3,1.7866920152091257,3.7236030320671833,1841
EGY,EGY,11434.8,2.1583238958097395,3.50116240348943,5298
EGY,ISR,9315.9,1.4707767603410167,4.273668746735018,6334
EGY,PSE,7120.8,2.243478260869565,4.126557618800389,3174
