Source code,Target code,Goldstein_sum,Goldstein_mean,Goldstein_std,Goldstein_count
ABW,CUB,13.6,3.4,0.0,4
ABW,ITA,82.0,5.857142857142857,1.8752289237539816,14
ABW,NLD,116.0,5.8,1.5078740698501043,20
ABW,USA,20.0,4.0,0.0,5
ABW,VEN,70.0,7.0,0.0,10
AFG,AFG,8952.9,3.629063640048642,2.360452942311368,2467
AFG,AFR,47.5,1.8269230769230769,2.0868268145311326,26
AFG,AGO,46.0,1.9166666666666667,1.0179547554081032,24
AFG,ALB,95.80000000000001,5.042105263157896,3.1718056178134533,19
AFG,ARE,310.4,2.00258064516129,1.5462123133013708,155
AFG,ARM,88.0,4.0,0.0,22
AFG,AUS,157.2,3.7428571428571424,0.4983596786839593,42
AFG,AZE,291.5,5.3,2.294921930407801,55
AFG,BGD,199.5,3.5,1.3693063937629153,57
AFG,BGR,45.599999999999994,1.8999999999999997,0.0,24
AFG,BRA,14.0,2.8,0.0,5
AFG,BRN,7.6,1.9,0.0,4
AFG,CAN,89.0,2.0697674418604652,1.1168695374468025,43
AFG,CHE,34.9,2.18125,0.43084219849035216,16
AFG,CHN,598.1,3.5601190476190476,1.8515615639950405,168
AFG,COD,13.0,1.0,0.0,13
AFG,CZE,99.0,3.193548387096774,1.4472814708666657,31
AFG,DEU,223.5,2.9407894736842106,1.405340066231083,76
AFG,DZA,42.8,3.057142857142857,0.5109783763515843,14
AFG,EGY,16.8,4.2,3.6950417228136057,4
AFG,ESP,20.2,1.5538461538461539,0.4557327151876499,13
AFG,ETH,11.2,2.8,0.0,4
AFG,EUR,64.0,6.4,0.0,10
AFG,FIN,6.0,1.0,0.0,6
AFG,FRA,232.7,2.3744897959183673,1.818933142873953,98
AFG,GBR,271.2,2.9161290322580644,1.6052421138380562,93
AFG,GRC,168.0,8.0,0.0,21
AFG,HUN,22.4,1.5999999999999999,1.24529885199065,14
AFG,IDN,74.8,3.4,0.0,22
AFG,IGOBUSGOE,15.0,5.0,0.0,3
AFG,IGOEUREEC,142.5,3.5625,1.6092182367017016,40
AFG,IGOUNO,8114.2,3.541772151898734,2.2037356538172572,2291
AFG,IGOUNOJUDICJ,21.0,3.0,0.0,7
AFG,IGOUNOKID,222.7,3.050684931506849,0.9192574430350522,73
AFG,IGOUNOREFHCR,36.0,3.0,0.0,12
AFG,IGOUNOWFP,176.2,4.2975609756097555,2.164773406719286,41
AFG,IMGMOSALQ,336.6,4.371428571428572,1.9088338368075288,77
AFG,IND,39.8,2.341176470588235,1.477776549215667,17
AFG,INT,153.6,3.657142857142857,0.3541688016605732,42
AFG,IRN,24782.0,3.7933568039185674,2.2664345589753694,6533
AFG,IRQ,716.2,3.4599033816425124,2.4393588984156827,207
AFG,ISR,262.4,4.232258064516128,2.6763551305404074,62
AFG,ITA,57.7,3.0368421052631582,2.3286167869254224,19
AFG,JOR,43.0,1.2647058823529411,0.6470831303164277,34
AFG,JPN,389.2,3.2983050847457624,2.1726341116374948,118
AFG,KAZ,783.6,4.636686390532544,2.6499691646663974,169
AFG,KEN,115.7,3.732258064516129,1.770760118663582,31
AFG,KGZ,896.6,4.597948717948718,2.3659517597185618,195
AFG,KOR,25.2,2.8,0.0,9
AFG,KWT,60.0,10.0,0.0,6
AFG,LBN,102.6,3.42,0.4852301267049162,30
AFG,LBY,68.2,3.1,0.30705978943149576,22
AFG,LKA,257.5,3.388157894736842,1.0500751852781027,76
AFG,LSO,328.0,8.0,0.0,41
