Source code,Target code,Goldstein_sum,Goldstein_mean,Goldstein_std,Goldstein_count
ABW,ABW,9.399999999999999,2.3499999999999996,0.519615242270663,4
ABW,BHS,36.0,5.142857142857143,1.0690449676496974,7
ABW,DEU,1.9,1.9,,1
ABW,GHA,1.9,1.9,,1
ABW,ISR,6.0,6.0,,1
ABW,JAM,9.5,1.9,0.0,5
ABW,MEX,3.8,1.9,0.0,2
ABW,NLD,8.399999999999999,2.7999999999999994,0.0,3
ABW,PER,5.6,2.8,0.0,2
ABW,SAU,2.8,2.8,,1
ABW,TUR,16.799999999999997,2.7999999999999994,0.0,6
ABW,USA,64.8,4.05,1.7806365902863694,16
ABW,VEN,11.399999999999999,1.8999999999999997,0.0,6
AFG,AFG,12980.1,4.483626943005182,2.569865767154979,2895
AFG,AFR,20.8,5.2,2.1354156504062622,4
AFG,ALB,13.6,1.9428571428571428,1.4638501094227998,7
AFG,ARE,144.6,2.4099999999999997,1.4573833063730746,60
AFG,ARG,1.9,1.9,,1
AFG,ARM,60.8,4.3428571428571425,1.8185853698005896,14
AFG,AUS,226.6,3.7766666666666664,2.2261440910516765,60
AFG,AUT,23.9,1.1949999999999998,0.6476475649773206,20
AFG,AZE,76.7,4.261111111111111,2.437003678311663,18
AFG,BEL,28.6,2.6,1.818790807102345,11
AFG,BGD,42.5,3.0357142857142856,2.336205715012516,14
AFG,BGR,20.1,3.35,1.8240065789355038,6
AFG,BHR,24.2,2.6888888888888887,1.5527752931802823,9
AFG,BRA,7.0,7.0,,1
AFG,BTN,12.0,4.0,0.0,3
AFG,CAN,370.0,3.1623931623931623,1.9180956115703038,117
AFG,CHE,57.5,2.738095238095238,2.093197599481757,21
AFG,CHN,312.6,3.81219512195122,2.423006511351132,82
AFG,COD,6.0,3.0,0.0,2
AFG,COM,15.0,2.5,0.0,6
AFG,CYP,26.2,2.62,1.8558017135459273,10
AFG,CZE,59.5,2.38,0.8306623862918073,25
AFG,DEU,854.6999999999999,4.050710900473933,2.4228745161038314,211
AFG,DNK,18.7,1.4384615384615385,1.4626109425376144,13
AFG,DZA,13.0,4.333333333333333,2.8867513459481287,3
AFG,EGY,51.4,3.6714285714285713,1.2952152012628702,14
AFG,ESP,11.4,3.8000000000000003,0.34641016151377546,3
AFG,ETH,3.8,1.9,0.0,2
AFG,EUR,25.1,3.585714285714286,2.010330463239457,7
AFG,FIN,2.0,1.0,0.0,2
AFG,FRA,182.2,3.795833333333333,2.805993458791403,48
AFG,FSM,39.199999999999996,3.266666666666666,1.206296611597461,12
AFG,GBR,701.4,4.837241379310345,2.8322778629082825,145
AFG,GNB,31.5,3.5,1.984313483298443,9
AFG,GRC,1.9,1.9,,1
AFG,HUN,11.399999999999999,1.8999999999999997,0.8049844718999242,6
AFG,IGOBUSGOS,0.8,0.4,0.0,2
AFG,IGOBUSIMF,2.8,2.8,,1
AFG,IGOBUSWTO,69.2,5.766666666666667,1.92180470738661,12
AFG,IGOEUREEC,78.4,4.9,2.8509647489928733,16
AFG,IGOSASSAA,6.199999999999999,3.0999999999999996,0.4242640687119284,2
AFG,IGOUNO,172.1,4.651351351351352,2.3247008913480105,37
AFG,IGOUNODEVWBK,40.0,6.666666666666667,2.065591117977289,6
AFG,IGOUNOKID,7.0,7.0,,1
AFG,IGOWSTNAT,808.3,5.773571428571429,2.405826581785113,140
AFG,IMGMOSALQ,158.9,3.4543478260869565,1.716806663772292,46
AFG,IMGSEAMOSASF,5.6,2.8,0.0,2
AFG,IND,128.6,2.7361702127659573,2.3657359854824196,47
AFG,INT,55.4,3.2588235294117647,0.19703687322875543,17
AFG,IRL,3.8,1.9,0.0,2
AFG,IRN,592.5,3.703125,2.2285009733115033,160
AFG,IRQ,811.7,3.998522167487685,2.49786994073807,203
AFG,ISR,238.2,3.9699999999999998,1.9673866344700845,60
AFG,ITA,217.4,5.055813953488372,2.6223673715231506,43
AFG,JOR,20.2,2.8857142857142857,1.8631770102243563,7
