Source code,Target code,Goldstein_sum,Goldstein_mean,Goldstein_std,Goldstein_count
ABW,JPN,11.2,2.8,0.0,4
ABW,NLD,84.0,4.0,0.0,21
ABW,VEN,79.19999999999999,2.1999999999999997,0.43028229936038154,36
AFG,AFG,22102.4,3.95391771019678,2.3351855696465287,5590
AFG,AFR,72.8,1.8666666666666667,0.6594787947324421,39
AFG,ARE,237.79999999999998,2.765116279069767,1.3986352542944869,86
AFG,ARG,164.4,6.5760000000000005,1.7130090484291085,25
AFG,ARM,201.1,4.4688888888888885,2.250234555675376,45
AFG,AZE,117.2,3.0842105263157897,1.576607084985585,38
AFG,BDI,18.0,3.0,0.0,6
AFG,BGD,44.0,4.0,0.0,11
AFG,BLR,60.0,6.0,0.0,10
AFG,CAN,27.299999999999997,2.275,0.4634357854899935,12
AFG,CHE,38.6,2.5733333333333333,1.8148068242994373,15
AFG,CHN,306.5,4.316901408450704,2.800611459535882,71
AFG,CZE,8.399999999999999,2.7999999999999994,0.0,3
AFG,DEU,251.7,2.8931034482758617,2.168634395267402,87
AFG,DJI,35.0,7.0,0.0,5
AFG,DZA,62.0,3.4444444444444446,0.5113099925649136,18
AFG,EGY,186.6,3.7319999999999998,2.591307289648944,50
AFG,EUR,140.2,2.0028571428571427,0.28840964655087825,70
AFG,FRA,40.8,5.1,2.4588034255943048,8
AFG,GBR,375.59999999999997,3.2379310344827585,1.5048706529662013,116
AFG,HTI,74.0,7.4,0.0,10
AFG,IDN,121.2,2.2036363636363636,1.9319883862433347,55
AFG,IGOCASCIS,12.0,2.0,1.5491933384829668,6
AFG,IGOUNO,6346.1,3.827563329312425,2.3358002478245274,1658
AFG,IGOUNOAGRFAO,6.0,1.0,0.0,6
AFG,IGOUNODEVWBK,15.0,3.0,0.0,5
AFG,IGOUNOKID,44.400000000000006,7.400000000000001,0.0,6
AFG,IGOUNOREFHCR,434.7,4.83,2.0898067218839786,90
AFG,IGOUNOWFP,96.2,5.658823529411765,1.773083057674334,17
AFG,IMGMOSALQ,19.599999999999998,2.8,0.0,7
AFG,IMGSEAMOSASF,33.599999999999994,2.7999999999999994,0.0,12
AFG,IMGSEAMOSJMA,28.0,2.8,0.0,10
AFG,IND,222.5,5.174418604651163,2.0880719089122586,43
AFG,IRN,9574.2,3.209587663426081,2.126885938103928,2983
AFG,IRQ,36.0,3.0,0.0,12
AFG,ISR,116.0,4.64,3.5693136595149495,25
AFG,ITA,225.7,2.0706422018348625,1.1652612767175137,109
AFG,JOR,120.8,4.165517241379311,2.514568389841907,29
AFG,JPN,68.2,2.0058823529411764,0.2943314730754777,34
AFG,KAZ,913.1,2.5434540389972145,1.8633049548383815,359
AFG,KGZ,184.4,4.390476190476191,2.4302774632127435,42
AFG,KHM,19.0,1.9,0.0,10
AFG,KWT,9.5,1.9,0.0,5
AFG,MAR,4.0,1.0,0.0,4
AFG,MDA,124.2,6.21,3.164590270311051,20
AFG,MEX,3.0,1.0,0.0,3
AFG,MMR,147.2,3.271111111111111,0.7771223789849266,45
AFG,MNC,32.0,4.571428571428571,1.3363062095621219,7
AFG,MYS,230.9,2.7819277108433735,2.1168398316262214,83
AFG,NGA,112.0,3.5,0.0,32
AFG,NGO,241.0,2.869047619047619,1.128489361345051,84
AFG,NGOHLHIRC,763.5,5.09,2.61825675906238,150
AFG,NGOHRIAMN,82.0,3.28,0.6000000000000003,25
AFG,NGOXFM,15.0,3.0,0.0,5
AFG,NLD,19.0,1.9,0.0,10
AFG,NOR,63.0,7.0,0.0,9
AFG,PAK,21656.8,3.5202860858257474,2.0699689139955617,6152
AFG,PER,11.399999999999999,1.8999999999999997,0.0,6
AFG,PGS,7.0,1.0,0.0,7
AFG,PHL,109.3,2.8025641025641024,2.1576653049421606,39
AFG,POL,38.0,1.9,0.9233805168766386,20
AFG,PSE,18.0,3.0,3.0983866769659336,6
AFG,QAT,221.8,4.719148936170213,1.8569070003020023,47
AFG,RUS,6108.0,3.588719153936545,2.3979639864434144,1702
AFG,RWA,18.0,3.0,0.0,6
AFG,SAS,15.0,1.0,0.0,15
AFG,SAU,873.6,3.386046511627907,2.207794617204737,258
AFG,SDN,305.7,2.369767441860465,1.5813169279888797,129
AFG,SGP,11.2,2.8,0.0,4
AFG,SOM,184.0,3.68,0.9570362413968135,50
AFG,SVK,22.4,2.8,0.0,8
AFG,SYR,132.9,3.090697674418605,0.7063703175181226,43
AFG,TJK,4125.1,3.423319502074689,2.387748129770462,1205
AFG,TKM,1074.0,3.1040462427745665,1.737559787531558,346
AFG,TUN,126.8,3.427027027027027,1.5784395685205914,37
AFG,TUR,398.09999999999997,2.6364238410596026,1.5512353547504696,151
AFG,UIS,152.0,2.814814814814815,0.9531293854649314,54
AFG,UKR,73.9,2.6392857142857147,1.2818792009055635,28
AFG,USA,2500.7,2.917969661610268,1.9188755186535296,857
AFG,UZB,3995.5,3.7872037914691945,2.312398980035638,1055
AFG,VNM,44.0,2.588235294117647,0.5977900477395641,17
AFG,YEM,18.0,3.0,3.0983866769659336,6
AFG,ZMB,77.0,7.0,0.0,11
AFR,AFG,81.1,2.191891891891892,0.7952562055290308,37
AFR,AGO,2619.2,3.4104166666666664,2.275765603705134,768
AFR,ALB,5.0,1.0,0.0,5
AFR,ARE,87.8,2.5085714285714285,2.375038257100099,35
AFR,ARG,188.29999999999998,3.7659999999999996,2.030744309109246,50
AFR,AUS,414.7,3.5749999999999997,1.852982320007633,116
AFR,AUT,240.9,3.823809523809524,2.3927116676323474,63
AFR,BDI,3064.5,3.898854961832061,2.3815878045238805,786
