Source code,Target code,Goldstein_sum,Goldstein_mean,Goldstein_std,Goldstein_count
ABW,ABW,74.8,3.4,0.8585702400752411,22
ABW,BHR,13.299999999999999,1.9,0.0,7
ABW,BRA,15.2,1.9,0.0,8
ABW,GBR,15.2,1.9,0.0,8
ABW,NLD,219.7,2.584705882352941,2.0875199390181454,85
ABW,SUR,17.0,3.4,0.0,5
ABW,USA,108.69999999999999,2.9378378378378374,0.6426297324065959,37
AFG,AFG,22054.399999999998,0.3872521992590121,5.192060233292721,56951
AFG,AFR,118.89999999999999,1.4154761904761903,5.058584354750355,84
AFG,ALB,681.8,5.126315789473684,3.5741685775483027,133
AFG,ARE,1800.6,2.728181818181818,3.347568550768877,660
AFG,ARG,36.8,2.164705882352941,0.8866659295294002,17
AFG,ARM,-174.8,-6.242857142857143,3.487695681108254,28
AFG,AUS,691.5,0.683300395256917,5.320793967426108,1012
AFG,AUT,832.4,3.4539419087136927,2.9452495332786333,241
AFG,AZE,342.2,3.110909090909091,2.499847534967229,110
AFG,BEL,445.9,1.5700704225352111,5.328016356854591,284
AFG,BGD,310.8,0.9652173913043479,3.519695555893486,322
AFG,BGR,2863.6,4.061843971631205,2.569312895314554,705
AFG,BHR,-62.10000000000001,-0.34887640449438206,4.102173032571593,178
AFG,BLR,-10.0,-0.43478260869565216,1.5322617553657476,23
AFG,BRA,51.3,1.9,0.0,27
AFG,BRN,43.599999999999994,1.2823529411764705,3.988807871444063,34
AFG,BTN,172.2,3.826666666666666,1.825376673456742,45
AFG,CAN,1467.7,0.9059876543209877,6.231835217571977,1620
AFG,CHE,1362.1,2.5177449168207024,3.5336083878262152,541
AFG,CHL,-90.0,-10.0,0.0,9
AFG,CHN,6782.8,3.059449706811006,2.764525514729334,2217
AFG,COG,65.4,3.4421052631578952,4.7682183709168084,19
AFG,COL,-157.0,-8.263157894736842,4.120977570959454,19
AFG,CUB,-315.6,-0.4495726495726496,4.309617495263916,702
AFG,CYP,22.0,1.0,0.0,22
AFG,CZE,1100.7,3.0073770491803278,2.395892650857028,366
AFG,DEU,11423.6,2.1854983738282,3.8506052122640297,5227
AFG,DJI,21.0,3.0,0.0,7
AFG,DNK,-433.3,-1.2819526627218936,6.160378786969149,338
AFG,DOM,56.0,8.0,0.0,7
AFG,DZA,-53.6,-1.1911111111111112,3.6816388533457003,45
AFG,EGY,61.599999999999966,0.14193548387096766,4.283794257774434,434
AFG,ERI,21.0,7.0,0.0,3
AFG,ESP,340.5,2.4854014598540144,4.717388674237196,137
AFG,EST,44.8,2.8,0.0,16
AFG,ETH,37.4,1.626086956521739,0.876572556403813,23
AFG,EUR,2496.3,2.9753277711561386,2.817444653111182,839
AFG,FIN,519.8,3.7395683453237405,2.61735065476623,139
AFG,FRA,7811.9,2.2868559718969554,3.861588436289524,3416
AFG,FSM,524.3,2.570098039215686,4.268712844634419,204
AFG,GBR,8266.3,1.6085425179996107,5.025433464597471,5139
AFG,GMB,56.0,8.0,0.0,7
AFG,GRC,463.59999999999997,3.6218749999999997,3.9803441765479937,128
AFG,HND,56.0,8.0,0.0,7
AFG,HRV,-20.0,-0.6666666666666666,8.235052638205964,30
AFG,HTI,56.800000000000004,2.3666666666666667,5.038518300717649,24
AFG,HUN,367.0,2.383116883116883,4.07387347907418,154
AFG,IDN,484.9,1.127674418604651,4.2649765394541905,430
AFG,IGO,-167.6,-1.6594059405940593,5.773563513426034,101
AFG,IGOBUSIMF,226.79999999999998,2.984210526315789,1.8338340624006995,76
AFG,IGOCASCIS,60.0,3.0,2.051956704170309,20
AFG,IGOCOPITP,118.0,5.363636363636363,1.5289415743128767,22
AFG,IGOEUREEC,1177.0,2.8567961165048543,2.553539107381934,412
AFG,IGOEURSCE,5.0,1.0,0.0,5
AFG,IGOJUDICC,-26.4,-1.8857142857142857,3.4691735089448663,14
AFG,IGOSASSAA,42.0,7.0,0.0,6
AFG,IGOSEAASN,160.0,4.0,0.0,40
AFG,IGOUNO,10542.6,2.3955010224948876,4.264971781859262,4401
AFG,IGOUNODEVWBK,653.0,3.689265536723164,2.901870091110305,177
AFG,IGOUNOHLHWHO,11.2,0.5599999999999999,3.7211203745787724,20
AFG,IGOUNOKID,272.2,3.6293333333333333,2.316962908014955,75
AFG,IGOUNOREFHCR,4136.9,3.947423664122137,3.444555113118323,1048
AFG,IGOUNOWFP,666.1,4.531292517006803,2.9160585784626853,147
AFG,IGOWSTNAT,165.4,1.2251851851851852,4.975592944767255,135
AFG,IMGMOSALQ,-18968.2,-2.561885467314965,5.53061920232818,7404
AFG,IMGSEAMOSASF,33.8,4.828571428571428,2.000595149544493,7
AFG,IMGSEAMOSJMA,112.3,1.936206896551724,2.1895043319438137,58
AFG,IND,2552.4,2.55751503006012,2.9364035886404816,998
AFG,INT,970.8,2.052431289640592,4.199535815757787,473
AFG,IRL,355.09999999999997,3.8597826086956517,2.066268058235772,92
AFG,IRN,44284.1,2.2067022124775764,3.578075688377028,20068
AFG,IRQ,-1078.1000000000001,-0.7717251252684324,5.318750495705221,1397
AFG,ISR,114.29999999999998,0.5802030456852791,4.35082257756154,197
AFG,ITA,7743.3,2.5793804130579616,2.745302470397649,3002
AFG,JOR,830.8,1.5824761904761904,3.5995543566812573,525
AFG,JPN,12131.5,2.8298343830184276,2.8999675840309354,4287
AFG,KAZ,2318.5,2.6772517321016167,3.246227131391271,866
AFG,KEN,-90.0,-2.5714285714285716,4.506764290458055,35
AFG,KGZ,1816.2,2.361768530559168,3.3048488671789222,769
AFG,KHM,104.8,2.1387755102040815,2.921530444143004,49
AFG,KOR,965.5,3.1864686468646863,1.7390475826942329,303
AFG,KWT,370.5,0.988,4.149207771814981,375
AFG,LBN,309.2,3.5953488372093023,4.200585588777556,86
AFG,LBY,205.39999999999998,2.334090909090909,2.6789038058198256,88
AFG,LKA,-50.800000000000004,-0.7470588235294118,3.9731738727815356,68
AFG,LTU,170.0,4.722222222222222,2.7256570490812577,36
AFG,LVA,2.0,1.0,0.0,2
AFG,MAR,689.6999999999999,2.283774834437086,4.301769124089828,302
AFG,MDV,60.89999999999999,0.716470588235294,2.876251158764011,85
AFG,MEA,-181.8,-6.492857142857143,3.9436708385132353,28
AFG,MEX,-8.0,-2.0,0.0,4
AFG,MHL,56.0,8.0,0.0,7
AFG,MKD,300.59999999999997,3.9038961038961033,3.127990844920374,77
AFG,MMR,94.0,4.2727272727272725,2.1861429000000845,22
AFG,MNC,64.0,8.0,0.0,8
AFG,MNG,60.8,2.2518518518518515,1.111260673694649,27
AFG,MRT,15.799999999999999,0.427027027027027,7.3977717609444404,37
AFG,MYS,485.5,2.279342723004695,3.105449491954624,213
AFG,NAM,-151.6,-5.227586206896552,3.094568577330765,29
AFG,NGA,16.3,0.9588235294117647,0.8888608042948933,17
AFG,NGO,90.60000000000001,0.5845161290322581,6.164826304791132,155
AFG,NGOHLHIRC,850.1,1.9632794457274827,4.446197434634213,433
AFG,NGOHLHMSF,30.9,2.5749999999999997,0.40704031517998085,12
AFG,NGOHRIAMN,25.2,2.8,0.0,9
AFG,NGOHRIHRW,-69.7,-0.6575471698113208,3.0832866852545693,106
